2016-05-13 14:34:35	Case 1. digital input -> digital output
2016-05-13 14:34:35	<<< DICE GAME >>>
2016-05-13 14:34:37	press the button
2016-05-13 14:34:37	Button ON!
2016-05-13 14:34:37	Roll the dice
2016-05-13 14:34:37	dice: 1
2016-05-13 14:34:37	turn on 1 light(s)
2016-05-13 14:34:39	wait for 2sec
2016-05-13 14:34:40	All LED OFF
2016-05-13 14:34:40	All LED blink
2016-05-13 14:34:40	wait for 0.5sec
2016-05-13 14:34:41	wait for 0.5sec
2016-05-13 14:34:41	wait for 0.5sec
2016-05-13 14:34:42	wait for 0.5sec
2016-05-13 14:34:42	wait for 0.5sec
2016-05-13 14:34:43	wait for 0.5sec
2016-05-13 14:34:44	Next Turn!!

2016-05-13 14:34:44	Button ON!
2016-05-13 14:34:44	Roll the dice
2016-05-13 14:34:44	dice: 5
2016-05-13 14:34:44	turn on 5 light(s)
2016-05-13 14:34:46	wait for 2sec
2016-05-13 14:34:46	All LED OFF
2016-05-13 14:34:47	All LED blink
2016-05-13 14:34:47	wait for 0.5sec
2016-05-13 14:34:47	wait for 0.5sec
2016-05-13 14:34:48	wait for 0.5sec
2016-05-13 14:34:49	wait for 0.5sec
2016-05-13 14:34:49	wait for 0.5sec
2016-05-13 14:34:50	wait for 0.5sec
2016-05-13 14:34:51	Next Turn!!

2016-05-13 14:34:51	Button ON!
2016-05-13 14:34:51	Roll the dice
2016-05-13 14:34:51	dice: 3
2016-05-13 14:34:51	turn on 3 light(s)
2016-05-13 14:34:53	wait for 2sec
2016-05-13 14:34:53	All LED OFF
2016-05-13 14:34:53	All LED blink
2016-05-13 14:34:54	wait for 0.5sec
2016-05-13 14:34:54	wait for 0.5sec
2016-05-13 14:34:55	wait for 0.5sec
2016-05-13 14:34:55	wait for 0.5sec
2016-05-13 14:34:56	wait for 0.5sec
2016-05-13 14:34:56	wait for 0.5sec
2016-05-13 14:34:58	Next Turn!!

2016-05-13 14:34:58	Button ON!
2016-05-13 14:34:58	Roll the dice
2016-05-13 14:34:58	dice: 2
2016-05-13 14:35:00	turn on 2 light(s)
2016-05-13 14:35:00	wait for 2sec
2016-05-13 14:35:00	All LED OFF
2016-05-13 14:35:00	All LED blink
2016-05-13 14:35:01	wait for 0.5sec
2016-05-13 14:35:01	wait for 0.5sec
2016-05-13 14:35:02	wait for 0.5sec
2016-05-13 14:35:02	wait for 0.5sec
2016-05-13 14:35:03	wait for 0.5sec
2016-05-13 14:35:03	wait for 0.5sec
2016-05-13 14:35:04	Next Turn!!

